                  Name,  ZoneName,Clock.Today,Wheat.Zadok.Stage,Wheat.Phenology.CurrentStageName,Wheat.AboveGround.Wt,Wheat.AboveGround.N,Wheat.Grain.Yield,Wheat.Grain.Protein,Wheat.Grain.Size,Wheat.Grain.GrainNo,Wheat.Grain.Wt,Wheat.Grain.N,Wheat.Total.Wt,Wheat.EP,wheat.SWStress.Photo,SWTotal,NO3Total,Irrigation.IrrigationApplied,Fertiliser.NitrogenApplied,Manager_P.Script.This_field_no,Manager_P.Script.Patch_area,Soil.SoilWater.Drainage
MultiPaddockSimulation,Patch_1110, 1998-07-30,            0.000,                               ?,               0.000,              0.000,            0.000,              0.000,           0.000,              0.000,         0.000,        0.000,         0.000,   0.000,               1.000,663.056,  19.750,                       0.000,                     0.000,                         3.000,                     20.000,                  0.629
MultiPaddockSimulation,Patch_1110, 1998-07-31,            0.000,                               ?,               0.000,              0.000,            0.000,              0.000,           0.000,              0.000,         0.000,        0.000,         0.000,   0.000,               1.000,660.811,  19.737,                       0.000,                     0.000,                         3.000,                     20.000,                  0.533
MultiPaddockSimulation,Patch_1110, 1998-08-01,            0.000,                               ?,               0.000,              0.000,            0.000,              0.000,           0.000,              0.000,         0.000,        0.000,         0.000,   0.000,               1.000,658.973,  19.726,                       0.000,                     0.000,                         3.000,                     20.000,                  0.449
MultiPaddockSimulation,Patch_1110, 1998-08-02,            0.000,                               ?,               0.000,              0.000,            0.000,              0.000,           0.000,              0.000,         0.000,        0.000,         0.000,   0.000,               1.000,660.885,  19.718,                       3.200,                     0.000,                         3.000,                     20.000,                  0.375
MultiPaddockSimulation,Patch_1110, 1998-08-03,            0.000,                               ?,               0.000,              0.000,            0.000,              0.000,           0.000,              0.000,         0.000,        0.000,         0.000,   0.000,               1.000,659.038,  19.710,                       0.000,                     0.000,                         3.000,                     20.000,                  0.311
MultiPaddockSimulation,Patch_1110, 1998-08-04,            0.000,                               ?,               0.000,              0.000,            0.000,              0.000,           0.000,              0.000,         0.000,        0.000,         0.000,   0.000,               1.000,657.376,  19.701,                       0.000,                     0.000,                         3.000,                     20.000,                  0.256
MultiPaddockSimulation,Patch_1110, 1998-08-05,            0.000,                               ?,               0.000,              0.000,            0.000,              0.000,           0.000,              0.000,         0.000,        0.000,         0.000,   0.000,               1.000,656.532,  19.692,                       0.000,                     0.000,                         3.000,                     20.000,                  0.210
MultiPaddockSimulation,Patch_1110, 1998-08-06,            0.000,                               ?,               0.000,              0.000,            0.000,              0.000,           0.000,              0.000,         0.000,        0.000,         0.000,   0.000,               1.000,657.404,  19.686,                       2.000,                     0.000,                         3.000,                     20.000,                  0.171
MultiPaddockSimulation,Patch_1110, 1998-08-07,            0.000,                               ?,               0.000,              0.000,            0.000,              0.000,           0.000,              0.000,         0.000,        0.000,         0.000,   0.000,               1.000,655.607,  19.680,                       0.000,                     0.000,                         3.000,                     20.000,                  0.139
MultiPaddockSimulation,Patch_1110, 1998-08-08,            0.000,                               ?,               0.000,              0.000,            0.000,              0.000,           0.000,              0.000,         0.000,        0.000,         0.000,   0.000,               1.000,654.898,  19.676,                       0.200,                     0.000,                         3.000,                     20.000,                  0.112
MultiPaddockSimulation,Patch_1110, 1998-08-09,            0.000,                               ?,               0.000,              0.000,            0.000,              0.000,           0.000,              0.000,         0.000,        0.000,         0.000,   0.000,               1.000,654.228,  19.672,                       0.000,                     0.000,                         3.000,                     20.000,                  0.090
MultiPaddockSimulation,Patch_1110, 1998-08-10,            0.000,                               ?,               0.000,              0.000,            0.000,              0.000,           0.000,              0.000,         0.000,        0.000,         0.000,   0.000,               1.000,660.227,  19.668,                       6.600,                     0.000,                         3.000,                     20.000,                  0.072
MultiPaddockSimulation,Patch_1110, 1998-08-11,            0.000,                               ?,               0.000,              0.000,            0.000,              0.000,           0.000,              0.000,         0.000,        0.000,         0.000,   0.000,               1.000,659.284,  19.664,                       0.200,                     0.000,                         3.000,                     20.000,                  0.058
MultiPaddockSimulation,Patch_1110, 1998-08-12,            0.000,                               ?,               0.000,              0.000,            0.000,              0.000,           0.000,              0.000,         0.000,        0.000,         0.000,   0.000,               1.000,659.344,  19.659,                       0.800,                     0.000,                         3.000,                     20.000,                  0.046
MultiPaddockSimulation,Patch_1110, 1998-08-13,            0.000,                               ?,               0.000,              0.000,            0.000,              0.000,           0.000,              0.000,         0.000,        0.000,         0.000,   0.000,               1.000,657.611,  19.654,                       0.000,                     0.000,                         3.000,                     20.000,                  0.036
MultiPaddockSimulation,Patch_1110, 1998-08-14,            0.000,                               ?,               0.000,              0.000,            0.000,              0.000,           0.000,              0.000,         0.000,        0.000,         0.000,   0.000,               1.000,656.634,  19.648,                       0.000,                     0.000,                         3.000,                     20.000,                  0.029
MultiPaddockSimulation,Patch_1110, 1998-08-15,            0.000,                               ?,               0.000,              0.000,            0.000,              0.000,           0.000,              0.000,         0.000,        0.000,         0.000,   0.000,               1.000,659.275,  19.641,                       4.500,                     0.000,                         3.000,                     20.000,                  0.022
MultiPaddockSimulation,Patch_1110, 1998-08-16,            0.000,                               ?,               0.000,              0.000,            0.000,              0.000,           0.000,              0.000,         0.000,        0.000,         0.000,   0.000,               1.000,657.287,  19.619,                       0.000,                     0.000,                         3.000,                     20.000,                  0.018
MultiPaddockSimulation,Patch_1110, 1998-08-17,            0.000,                               ?,               0.000,              0.000,            0.000,              0.000,           0.000,              0.000,         0.000,        0.000,         0.000,   0.000,               1.000,656.435,  19.601,                       1.000,                     0.000,                         3.000,                     20.000,                  0.014
MultiPaddockSimulation,Patch_1110, 1998-08-18,            0.000,                               ?,               0.000,              0.000,            0.000,              0.000,           0.000,              0.000,         0.000,        0.000,         0.000,   0.000,               1.000,655.445,  19.573,                       0.000,                     0.000,                         3.000,                     20.000,                  0.011
MultiPaddockSimulation,Patch_1110, 1998-08-19,            0.000,                               ?,               0.000,              0.000,            0.000,              0.000,           0.000,              0.000,         0.000,        0.000,         0.000,   0.000,               1.000,654.830,  19.567,                       0.000,                     0.000,                         3.000,                     20.000,                  0.008
MultiPaddockSimulation,Patch_1110, 1998-08-20,            0.000,                               ?,               0.000,              0.000,            0.000,              0.000,           0.000,              0.000,         0.000,        0.000,         0.000,   0.000,               1.000,656.194,  19.561,                       2.400,                     0.000,                         3.000,                     20.000,                  0.006
MultiPaddockSimulation,Patch_1110, 1998-08-21,            0.000,                               ?,               0.000,              0.000,            0.000,              0.000,           0.000,              0.000,         0.000,        0.000,         0.000,   0.000,               1.000,654.354,  19.543,                       0.000,                     0.000,                         3.000,                     20.000,                  0.005
MultiPaddockSimulation,Patch_1110, 1998-08-22,            0.000,                               ?,               0.000,              0.000,            0.000,              0.000,           0.000,              0.000,         0.000,        0.000,         0.000,   0.000,               1.000,653.774,  19.533,                       0.000,                     0.000,                         3.000,                     20.000,                  0.004
MultiPaddockSimulation,Patch_1110, 1998-08-23,            0.000,                               ?,               0.000,              0.000,            0.000,              0.000,           0.000,              0.000,         0.000,        0.000,         0.000,   0.000,               1.000,653.209,  19.494,                       0.000,                     0.000,                         3.000,                     20.000,                  0.003
MultiPaddockSimulation,Patch_1110, 1998-08-24,            0.000,                               ?,               0.000,              0.000,            0.000,              0.000,           0.000,              0.000,         0.000,        0.000,         0.000,   0.000,               1.000,652.658,  19.436,                       0.000,                     0.000,                         3.000,                     20.000,                  0.002
MultiPaddockSimulation,Patch_1110, 1998-08-25,            0.000,                               ?,               0.000,              0.000,            0.000,              0.000,           0.000,              0.000,         0.000,        0.000,         0.000,   0.000,               1.000,657.048,  19.394,                       4.900,                     0.000,                         3.000,                     20.000,                  0.002
MultiPaddockSimulation,Patch_1110, 1998-08-26,            0.000,                               ?,               0.000,              0.000,            0.000,              0.000,           0.000,              0.000,         0.000,        0.000,         0.000,   0.000,               1.000,673.506,  19.372,                      16.600,                     0.000,                         3.000,                     20.000,                  0.001
MultiPaddockSimulation,Patch_1110, 1998-08-27,            0.000,                               ?,               0.000,              0.000,            0.000,              0.000,           0.000,              0.000,         0.000,        0.000,         0.000,   0.000,               1.000,672.634,  19.335,                       0.000,                     0.000,                         3.000,                     20.000,                  0.001
MultiPaddockSimulation,Patch_1110, 1998-08-28,            0.000,                               ?,               0.000,              0.000,            0.000,              0.000,           0.000,              0.000,         0.000,        0.000,         0.000,   0.000,               1.000,672.159,  19.307,                       0.300,                     0.000,                         3.000,                     20.000,                  0.001
MultiPaddockSimulation,Patch_1110, 1998-08-29,            0.000,                               ?,               0.000,              0.000,            0.000,              0.000,           0.000,              0.000,         0.000,        0.000,         0.000,   0.000,               1.000,674.032,  19.236,                       3.000,                     0.000,                         3.000,                     20.000,                  0.001
MultiPaddockSimulation,Patch_1110, 1998-08-30,            0.000,                               ?,               0.000,              0.000,            0.000,              0.000,           0.000,              0.000,         0.000,        0.000,         0.000,   0.000,               1.000,671.813,  19.227,                       0.000,                     0.000,                         3.000,                     20.000,                  0.000
MultiPaddockSimulation,Patch_1110, 1998-08-31,            0.000,                               ?,               0.000,              0.000,            0.000,              0.000,           0.000,              0.000,         0.000,        0.000,         0.000,   0.000,               1.000,669.562,  19.223,                       0.000,                     0.000,                         3.000,                     20.000,                  0.000
MultiPaddockSimulation,Patch_1110, 1998-09-01,            0.000,                               ?,               0.000,              0.000,            0.000,              0.000,           0.000,              0.000,         0.000,        0.000,         0.000,   0.000,               1.000,667.788,  69.220,                       0.000,                    50.000,                         3.000,                     20.000,                  0.000
MultiPaddockSimulation,Patch_1110, 1998-09-02,            0.000,                               ?,               0.000,              0.000,            0.000,              0.000,           0.000,              0.000,         0.000,        0.000,         0.000,   0.000,               1.000,669.232,  69.199,                       3.500,                     0.000,                         3.000,                     20.000,                  0.000
MultiPaddockSimulation,Patch_1110, 1998-09-03,            0.000,                               ?,               0.000,              0.000,            0.000,              0.000,           0.000,              0.000,         0.000,        0.000,         0.000,   0.000,               1.000,676.760,  69.177,                       8.200,                     0.000,                         3.000,                     20.000,                  0.000
MultiPaddockSimulation,Patch_1110, 1998-09-04,            0.000,                               ?,               0.000,              0.000,            0.000,              0.000,           0.000,              0.000,         0.000,        0.000,         0.000,   0.000,               1.000,680.423,  69.142,                       5.000,                     0.000,                         3.000,                     20.000,                  0.000
MultiPaddockSimulation,Patch_1110, 1998-09-05,            0.000,                               ?,               0.000,              0.000,            0.000,              0.000,           0.000,              0.000,         0.000,        0.000,         0.000,   0.000,               1.000,677.914,  69.126,                       0.000,                     0.000,                         3.000,                     20.000,                  0.000
MultiPaddockSimulation,Patch_1110, 1998-09-06,            0.000,                               ?,               0.000,              0.000,            0.000,              0.000,           0.000,              0.000,         0.000,        0.000,         0.000,   0.000,               1.000,677.119,  69.088,                       1.500,                     0.000,                         3.000,                     20.000,                  0.002
MultiPaddockSimulation,Patch_1110, 1998-09-07,            0.000,                               ?,               0.000,              0.000,            0.000,              0.000,           0.000,              0.000,         0.000,        0.000,         0.000,   0.000,               1.000,675.660,  69.051,                       0.000,                     0.000,                         3.000,                     20.000,                  0.005
MultiPaddockSimulation,Patch_1110, 1998-09-08,            0.000,                               ?,               0.000,              0.000,            0.000,              0.000,           0.000,              0.000,         0.000,        0.000,         0.000,   0.000,               1.000,672.774,  69.031,                       0.000,                     0.000,                         3.000,                     20.000,                  0.010
MultiPaddockSimulation,Patch_1110, 1998-09-09,            0.000,                               ?,               0.000,              0.000,            0.000,              0.000,           0.000,              0.000,         0.000,        0.000,         0.000,   0.000,               1.000,670.107,  69.028,                       0.000,                     0.000,                         3.000,                     20.000,                  0.016
MultiPaddockSimulation,Patch_1110, 1998-09-10,            0.000,                               ?,               0.000,              0.000,            0.000,              0.000,           0.000,              0.000,         0.000,        0.000,         0.000,   0.000,               1.000,667.975,  69.025,                       0.000,                     0.000,                         3.000,                     20.000,                  0.023
MultiPaddockSimulation,Patch_1110, 1998-09-11,            0.000,                               ?,               0.000,              0.000,            0.000,              0.000,           0.000,              0.000,         0.000,        0.000,         0.000,   0.000,               1.000,666.988,  69.024,                       0.000,                     0.000,                         3.000,                     20.000,                  0.030
MultiPaddockSimulation,Patch_1110, 1998-09-12,            0.000,                               ?,               0.000,              0.000,            0.000,              0.000,           0.000,              0.000,         0.000,        0.000,         0.000,   0.000,               1.000,665.972,  69.024,                       0.000,                     0.000,                         3.000,                     20.000,                  0.037
MultiPaddockSimulation,Patch_1110, 1998-09-13,            0.000,                               ?,               0.000,              0.000,            0.000,              0.000,           0.000,              0.000,         0.000,        0.000,         0.000,   0.000,               1.000,665.070,  69.024,                       0.000,                     0.000,                         3.000,                     20.000,                  0.042
MultiPaddockSimulation,Patch_1110, 1998-09-14,            0.000,                               ?,               0.000,              0.000,            0.000,              0.000,           0.000,              0.000,         0.000,        0.000,         0.000,   0.000,               1.000,664.026,  69.027,                       0.000,                     0.000,                         3.000,                     20.000,                  0.046
MultiPaddockSimulation,Patch_1110, 1998-09-15,            0.000,                               ?,               0.000,              0.000,            0.000,              0.000,           0.000,              0.000,         0.000,        0.000,         0.000,   0.000,               1.000,663.230,  69.031,                       0.000,                     0.000,                         3.000,                     20.000,                  0.047
MultiPaddockSimulation,Patch_1110, 1998-09-16,            0.000,                               ?,               0.000,              0.000,            0.000,              0.000,           0.000,              0.000,         0.000,        0.000,         0.000,   0.000,               1.000,662.557,  69.039,                       0.000,                     0.000,                         3.000,                     20.000,                  0.048
MultiPaddockSimulation,Patch_1110, 1998-09-17,            0.000,                               ?,               0.000,              0.000,            0.000,              0.000,           0.000,              0.000,         0.000,        0.000,         0.000,   0.000,               1.000,662.106,  69.049,                       0.000,                     0.000,                         3.000,                     20.000,                  0.047
MultiPaddockSimulation,Patch_1110, 1998-09-18,            0.000,                               ?,               0.000,              0.000,            0.000,              0.000,           0.000,              0.000,         0.000,        0.000,         0.000,   0.000,               1.000,661.349,  69.063,                       0.000,                     0.000,                         3.000,                     20.000,                  0.044
MultiPaddockSimulation,Patch_1110, 1998-09-19,            0.000,                               ?,               0.000,              0.000,            0.000,              0.000,           0.000,              0.000,         0.000,        0.000,         0.000,   0.000,               1.000,660.536,  69.080,                       0.000,                     0.000,                         3.000,                     20.000,                  0.041
MultiPaddockSimulation,Patch_1110, 1998-09-20,            0.000,                               ?,               0.000,              0.000,            0.000,              0.000,           0.000,              0.000,         0.000,        0.000,         0.000,   0.000,               1.000,660.684,  69.096,                       0.800,                     0.000,                         3.000,                     20.000,                  0.038
MultiPaddockSimulation,Patch_1110, 1998-09-21,            0.000,                               ?,               0.000,              0.000,            0.000,              0.000,           0.000,              0.000,         0.000,        0.000,         0.000,   0.000,               1.000,660.002,  69.112,                       0.000,                     0.000,                         3.000,                     20.000,                  0.034
MultiPaddockSimulation,Patch_1110, 1998-09-22,            0.000,                               ?,               0.000,              0.000,            0.000,              0.000,           0.000,              0.000,         0.000,        0.000,         0.000,   0.000,               1.000,659.356,  69.131,                       0.000,                     0.000,                         3.000,                     20.000,                  0.030
MultiPaddockSimulation,Patch_1110, 1998-09-23,            0.000,                               ?,               0.000,              0.000,            0.000,              0.000,           0.000,              0.000,         0.000,        0.000,         0.000,   0.000,               1.000,658.790,  69.151,                       0.000,                     0.000,                         3.000,                     20.000,                  0.026
MultiPaddockSimulation,Patch_1110, 1998-09-24,            0.000,                               ?,               0.000,              0.000,            0.000,              0.000,           0.000,              0.000,         0.000,        0.000,         0.000,   0.000,               1.000,658.597,  69.169,                       0.000,                     0.000,                         3.000,                     20.000,                  0.023
MultiPaddockSimulation,Patch_1110, 1998-09-25,            0.000,                               ?,               0.000,              0.000,            0.000,              0.000,           0.000,              0.000,         0.000,        0.000,         0.000,   0.000,               1.000,658.699,  69.185,                       0.300,                     0.000,                         3.000,                     20.000,                  0.020
MultiPaddockSimulation,Patch_1110, 1998-09-26,            0.000,                               ?,               0.000,              0.000,            0.000,              0.000,           0.000,              0.000,         0.000,        0.000,         0.000,   0.000,               1.000,658.600,  69.200,                       0.000,                     0.000,                         3.000,                     20.000,                  0.017
MultiPaddockSimulation,Patch_1110, 1998-09-27,            0.000,                               ?,               0.000,              0.000,            0.000,              0.000,           0.000,              0.000,         0.000,        0.000,         0.000,   0.000,               1.000,658.311,  69.213,                       0.000,                     0.000,                         3.000,                     20.000,                  0.014
MultiPaddockSimulation,Patch_1110, 1998-09-28,            0.000,                               ?,               0.000,              0.000,            0.000,              0.000,           0.000,              0.000,         0.000,        0.000,         0.000,   0.000,               1.000,657.687,  69.227,                       0.000,                     0.000,                         3.000,                     20.000,                  0.012
MultiPaddockSimulation,Patch_1110, 1998-09-29,            0.000,                               ?,               0.000,              0.000,            0.000,              0.000,           0.000,              0.000,         0.000,        0.000,         0.000,   0.000,               1.000,656.959,  69.244,                       0.000,                     0.000,                         3.000,                     20.000,                  0.010
MultiPaddockSimulation,Patch_1110, 1998-09-30,            0.000,                               ?,               0.000,              0.000,            0.000,              0.000,           0.000,              0.000,         0.000,        0.000,         0.000,   0.000,               1.000,656.288,  69.268,                       0.000,                     0.000,                         3.000,                     20.000,                  0.008
MultiPaddockSimulation,Patch_1110, 1998-10-01,            4.995,                          Sowing,               0.000,              0.000,            0.000,              0.000,           0.000,              0.000,         0.000,        0.000,         0.000,   0.000,               1.000,658.418,  69.297,                       2.700,                     0.000,                         3.000,                     20.000,                  0.007
MultiPaddockSimulation,Patch_1110, 1998-10-02,            5.706,                     Germination,               0.000,              0.000,            0.000,              0.000,           0.000,              0.000,         0.000,        0.000,         0.000,   0.000,               1.000,672.917,  69.323,                      14.600,                     0.000,                         3.000,                     20.000,                  0.005
MultiPaddockSimulation,Patch_1110, 1998-10-03,            6.385,                               ?,               0.000,              0.000,            0.000,              0.000,           0.000,              0.000,         0.000,        0.000,         0.000,   0.000,               1.000,672.473,  69.346,                       0.200,                     0.000,                         3.000,                     20.000,                  0.004
MultiPaddockSimulation,Patch_1110, 1998-10-04,            7.299,                               ?,               0.000,              0.000,            0.000,              0.000,           0.000,              0.000,         0.000,        0.000,         0.000,   0.000,               1.000,671.947,  69.362,                       0.200,                     0.000,                         3.000,                     20.000,                  0.003
MultiPaddockSimulation,Patch_1110, 1998-10-05,            8.214,                               ?,               0.000,              0.000,            0.000,              0.000,           0.000,              0.000,         0.000,        0.000,         0.000,   0.000,               1.000,689.822,  69.210,                      18.400,                     0.000,                         3.000,                     20.000,                  0.004
MultiPaddockSimulation,Patch_1110, 1998-10-06,            8.935,                               ?,               0.000,              0.000,            0.000,              0.000,           0.000,              0.000,         0.000,        0.000,         0.000,   0.000,               1.000,689.152,  69.124,                       0.000,                     0.000,                         3.000,                     20.000,                  0.011
MultiPaddockSimulation,Patch_1110, 1998-10-07,            9.896,                               ?,               0.000,              0.000,            0.000,              0.000,           0.000,              0.000,         0.000,        0.000,         0.000,   0.000,               1.000,688.818,  69.016,                       0.000,                     0.000,                         3.000,                     20.000,                  0.029
MultiPaddockSimulation,Patch_1110, 1998-10-08,           10.000,                   EndOfJuvenile,               0.690,              0.040,            0.000,              0.000,           0.000,              0.000,         0.000,        0.000,         0.690,   0.000,               1.000,688.159,  68.835,                       0.000,                     0.000,                         3.000,                     20.000,                  0.061
MultiPaddockSimulation,Patch_1110, 1998-10-09,           10.062,                               ?,               0.870,              0.051,            0.000,              0.000,           0.000,              0.000,         0.000,        0.000,         0.690,   0.006,               1.000,687.761,  68.678,                       0.000,                     0.000,                         3.000,                     20.000,                  0.109
MultiPaddockSimulation,Patch_1110, 1998-10-10,           10.179,                               ?,               1.215,              0.070,            0.000,              0.000,           0.000,              0.000,         0.000,        0.000,         0.870,   0.019,               1.000,702.069,  68.270,                      15.000,                     0.000,                         3.000,                     20.000,                  0.174
